Open Time,BTCUSDT_Close,BTCUSDT_Volume,ETHUSDT_Close,ETHUSDT_Volume,XRPUSDT_Close,XRPUSDT_Volume,SOLUSDT_Close,SOLUSDT_Volume,BNBUSDT_Close,BNBUSDT_Volume,USDCUSDT_Close,USDCUSDT_Volume,DOGEUSDT_Close,DOGEUSDT_Volume,ADAUSDT_Close,ADAUSDT_Volume,TRXUSDT_Close,TRXUSDT_Volume,LINKUSDT_Close,LINKUSDT_Volume,AVAXUSDT_Close,AVAXUSDT_Volume,SUIUSDT_Close,SUIUSDT_Volume,XLMUSDT_Close,XLMUSDT_Volume,LTCUSDT_Close,LTCUSDT_Volume,TONUSDT_Close,TONUSDT_Volume,SHIBUSDT_Close,SHIBUSDT_Volume,HBARUSDT_Close,HBARUSDT_Volume,DOTUSDT_Close,DOTUSDT_Volume,BCHUSDT_Close,BCHUSDT_Volume,UNIUSDT_Close,UNIUSDT_Volume,OMUSDT_Close,OMUSDT_Volume,DAIUSDT_Close,DAIUSDT_Volume,XMRUSDT_Close,XMRUSDT_Volume,PEPEUSDT_Close,PEPEUSDT_Volume,NEARUSDT_Close,NEARUSDT_Volume,AAVEUSDT_Close,AAVEUSDT_Volume,ICPUSDT_Close,ICPUSDT_Volume,APTUSDT_Close,APTUSDT_Volume,TAOUSDT_Close,TAOUSDT_Volume,ETCUSDT_Close,ETCUSDT_Volume,TRUMPUSDT_Close,TRUMPUSDT_Volume,VETUSDT_Close,VETUSDT_Volume,POLUSDT_Close,POLUSDT_Volume,ALGOUSDT_Close,ALGOUSDT_Volume,RENDERUSDT_Close,RENDERUSDT_Volume,JUPUSDT_Close,JUPUSDT_Volume,FILUSDT_Close,FILUSDT_Volume,ARBUSDT_Close,ARBUSDT_Volume,ATOMUSDT_Close,ATOMUSDT_Volume,BTCUSDT_Future_Close,BTCUSDT_SMA_50,BTCUSDT_EMA_20,BTCUSDT_RSI,BTCUSDT_MACD,BTCUSDT_MACD_signal,BTCUSDT_MACD_hist,BTCUSDT_BB_Lower,BTCUSDT_BB_Middle,BTCUSDT_BB_Upper,ETHUSDT_SMA_50,ETHUSDT_EMA_20,ETHUSDT_RSI,ETHUSDT_MACD,ETHUSDT_MACD_signal,ETHUSDT_MACD_hist,ETHUSDT_BB_Lower,ETHUSDT_BB_Middle,ETHUSDT_BB_Upper,XRPUSDT_SMA_50,XRPUSDT_EMA_20,XRPUSDT_RSI,XRPUSDT_MACD,XRPUSDT_MACD_signal,XRPUSDT_MACD_hist,XRPUSDT_BB_Lower,XRPUSDT_BB_Middle,XRPUSDT_BB_Upper,SOLUSDT_SMA_50,SOLUSDT_EMA_20,SOLUSDT_RSI,SOLUSDT_MACD,SOLUSDT_MACD_signal,SOLUSDT_MACD_hist,SOLUSDT_BB_Lower,SOLUSDT_BB_Middle,SOLUSDT_BB_Upper,BNBUSDT_SMA_50,BNBUSDT_EMA_20,BNBUSDT_RSI,BNBUSDT_MACD,BNBUSDT_MACD_signal,BNBUSDT_MACD_hist,BNBUSDT_BB_Lower,BNBUSDT_BB_Middle,BNBUSDT_BB_Upper,USDCUSDT_SMA_50,USDCUSDT_EMA_20,USDCUSDT_RSI,USDCUSDT_MACD,USDCUSDT_MACD_signal,USDCUSDT_MACD_hist,USDCUSDT_BB_Lower,USDCUSDT_BB_Middle,USDCUSDT_BB_Upper,DOGEUSDT_SMA_50,DOGEUSDT_EMA_20,DOGEUSDT_RSI,DOGEUSDT_MACD,DOGEUSDT_MACD_signal,DOGEUSDT_MACD_hist,DOGEUSDT_BB_Lower,DOGEUSDT_BB_Middle,DOGEUSDT_BB_Upper,ADAUSDT_SMA_50,ADAUSDT_EMA_20,ADAUSDT_RSI,ADAUSDT_MACD,ADAUSDT_MACD_signal,ADAUSDT_MACD_hist,ADAUSDT_BB_Lower,ADAUSDT_BB_Middle,ADAUSDT_BB_Upper,TRXUSDT_SMA_50,TRXUSDT_EMA_20,TRXUSDT_RSI,TRXUSDT_MACD,TRXUSDT_MACD_signal,TRXUSDT_MACD_hist,TRXUSDT_BB_Lower,TRXUSDT_BB_Middle,TRXUSDT_BB_Upper,LINKUSDT_SMA_50,LINKUSDT_EMA_20,LINKUSDT_RSI,LINKUSDT_MACD,LINKUSDT_MACD_signal,LINKUSDT_MACD_hist,LINKUSDT_BB_Lower,LINKUSDT_BB_Middle,LINKUSDT_BB_Upper,AVAXUSDT_SMA_50,AVAXUSDT_EMA_20,AVAXUSDT_RSI,AVAXUSDT_MACD,AVAXUSDT_MACD_signal,AVAXUSDT_MACD_hist,AVAXUSDT_BB_Lower,AVAXUSDT_BB_Middle,AVAXUSDT_BB_Upper,SUIUSDT_SMA_50,SUIUSDT_EMA_20,SUIUSDT_RSI,SUIUSDT_MACD,SUIUSDT_MACD_signal,SUIUSDT_MACD_hist,SUIUSDT_BB_Lower,SUIUSDT_BB_Middle,SUIUSDT_BB_Upper,XLMUSDT_SMA_50,XLMUSDT_EMA_20,XLMUSDT_RSI,XLMUSDT_MACD,XLMUSDT_MACD_signal,XLMUSDT_MACD_hist,XLMUSDT_BB_Lower,XLMUSDT_BB_Middle,XLMUSDT_BB_Upper,LTCUSDT_SMA_50,LTCUSDT_EMA_20,LTCUSDT_RSI,LTCUSDT_MACD,LTCUSDT_MACD_signal,LTCUSDT_MACD_hist,LTCUSDT_BB_Lower,LTCUSDT_BB_Middle,LTCUSDT_BB_Upper,TONUSDT_SMA_50,TONUSDT_EMA_20,TONUSDT_RSI,TONUSDT_MACD,TONUSDT_MACD_signal,TONUSDT_MACD_hist,TONUSDT_BB_Lower,TONUSDT_BB_Middle,TONUSDT_BB_Upper,SHIBUSDT_SMA_50,SHIBUSDT_EMA_20,SHIBUSDT_RSI,SHIBUSDT_MACD,SHIBUSDT_MACD_signal,SHIBUSDT_MACD_hist,SHIBUSDT_BB_Lower,SHIBUSDT_BB_Middle,SHIBUSDT_BB_Upper,HBARUSDT_SMA_50,HBARUSDT_EMA_20,HBARUSDT_RSI,HBARUSDT_MACD,HBARUSDT_MACD_signal,HBARUSDT_MACD_hist,HBARUSDT_BB_Lower,HBARUSDT_BB_Middle,HBARUSDT_BB_Upper,DOTUSDT_SMA_50,DOTUSDT_EMA_20,DOTUSDT_RSI,DOTUSDT_MACD,DOTUSDT_MACD_signal,DOTUSDT_MACD_hist,DOTUSDT_BB_Lower,DOTUSDT_BB_Middle,DOTUSDT_BB_Upper,BCHUSDT_SMA_50,BCHUSDT_EMA_20,BCHUSDT_RSI,BCHUSDT_MACD,BCHUSDT_MACD_signal,BCHUSDT_MACD_hist,BCHUSDT_BB_Lower,BCHUSDT_BB_Middle,BCHUSDT_BB_Upper,UNIUSDT_SMA_50,UNIUSDT_EMA_20,UNIUSDT_RSI,UNIUSDT_MACD,UNIUSDT_MACD_signal,UNIUSDT_MACD_hist,UNIUSDT_BB_Lower,UNIUSDT_BB_Middle,UNIUSDT_BB_Upper,OMUSDT_SMA_50,OMUSDT_EMA_20,OMUSDT_RSI,OMUSDT_MACD,OMUSDT_MACD_signal,OMUSDT_MACD_hist,OMUSDT_BB_Lower,OMUSDT_BB_Middle,OMUSDT_BB_Upper,DAIUSDT_SMA_50,DAIUSDT_EMA_20,DAIUSDT_RSI,DAIUSDT_MACD,DAIUSDT_MACD_signal,DAIUSDT_MACD_hist,DAIUSDT_BB_Lower,DAIUSDT_BB_Middle,DAIUSDT_BB_Upper,XMRUSDT_SMA_50,XMRUSDT_EMA_20,XMRUSDT_RSI,XMRUSDT_MACD,XMRUSDT_MACD_signal,XMRUSDT_MACD_hist,XMRUSDT_BB_Lower,XMRUSDT_BB_Middle,XMRUSDT_BB_Upper,PEPEUSDT_SMA_50,PEPEUSDT_EMA_20,PEPEUSDT_RSI,PEPEUSDT_MACD,PEPEUSDT_MACD_signal,PEPEUSDT_MACD_hist,PEPEUSDT_BB_Lower,PEPEUSDT_BB_Middle,PEPEUSDT_BB_Upper,NEARUSDT_SMA_50,NEARUSDT_EMA_20,NEARUSDT_RSI,NEARUSDT_MACD,NEARUSDT_MACD_signal,NEARUSDT_MACD_hist,NEARUSDT_BB_Lower,NEARUSDT_BB_Middle,NEARUSDT_BB_Upper,AAVEUSDT_SMA_50,AAVEUSDT_EMA_20,AAVEUSDT_RSI,AAVEUSDT_MACD,AAVEUSDT_MACD_signal,AAVEUSDT_MACD_hist,AAVEUSDT_BB_Lower,AAVEUSDT_BB_Middle,AAVEUSDT_BB_Upper,ICPUSDT_SMA_50,ICPUSDT_EMA_20,ICPUSDT_RSI,ICPUSDT_MACD,ICPUSDT_MACD_signal,ICPUSDT_MACD_hist,ICPUSDT_BB_Lower,ICPUSDT_BB_Middle,ICPUSDT_BB_Upper,APTUSDT_SMA_50,APTUSDT_EMA_20,APTUSDT_RSI,APTUSDT_MACD,APTUSDT_MACD_signal,APTUSDT_MACD_hist,APTUSDT_BB_Lower,APTUSDT_BB_Middle,APTUSDT_BB_Upper,TAOUSDT_SMA_50,TAOUSDT_EMA_20,TAOUSDT_RSI,TAOUSDT_MACD,TAOUSDT_MACD_signal,TAOUSDT_MACD_hist,TAOUSDT_BB_Lower,TAOUSDT_BB_Middle,TAOUSDT_BB_Upper,ETCUSDT_SMA_50,ETCUSDT_EMA_20,ETCUSDT_RSI,ETCUSDT_MACD,ETCUSDT_MACD_signal,ETCUSDT_MACD_hist,ETCUSDT_BB_Lower,ETCUSDT_BB_Middle,ETCUSDT_BB_Upper,TRUMPUSDT_SMA_50,TRUMPUSDT_EMA_20,TRUMPUSDT_RSI,TRUMPUSDT_MACD,TRUMPUSDT_MACD_signal,TRUMPUSDT_MACD_hist,TRUMPUSDT_BB_Lower,TRUMPUSDT_BB_Middle,TRUMPUSDT_BB_Upper,VETUSDT_SMA_50,VETUSDT_EMA_20,VETUSDT_RSI,VETUSDT_MACD,VETUSDT_MACD_signal,VETUSDT_MACD_hist,VETUSDT_BB_Lower,VETUSDT_BB_Middle,VETUSDT_BB_Upper,POLUSDT_SMA_50,POLUSDT_EMA_20,POLUSDT_RSI,POLUSDT_MACD,POLUSDT_MACD_signal,POLUSDT_MACD_hist,POLUSDT_BB_Lower,POLUSDT_BB_Middle,POLUSDT_BB_Upper,ALGOUSDT_SMA_50,ALGOUSDT_EMA_20,ALGOUSDT_RSI,ALGOUSDT_MACD,ALGOUSDT_MACD_signal,ALGOUSDT_MACD_hist,ALGOUSDT_BB_Lower,ALGOUSDT_BB_Middle,ALGOUSDT_BB_Upper,RENDERUSDT_SMA_50,RENDERUSDT_EMA_20,RENDERUSDT_RSI,RENDERUSDT_MACD,RENDERUSDT_MACD_signal,RENDERUSDT_MACD_hist,RENDERUSDT_BB_Lower,RENDERUSDT_BB_Middle,RENDERUSDT_BB_Upper,JUPUSDT_SMA_50,JUPUSDT_EMA_20,JUPUSDT_RSI,JUPUSDT_MACD,JUPUSDT_MACD_signal,JUPUSDT_MACD_hist,JUPUSDT_BB_Lower,JUPUSDT_BB_Middle,JUPUSDT_BB_Upper,FILUSDT_SMA_50,FILUSDT_EMA_20,FILUSDT_RSI,FILUSDT_MACD,FILUSDT_MACD_signal,FILUSDT_MACD_hist,FILUSDT_BB_Lower,FILUSDT_BB_Middle,FILUSDT_BB_Upper,ARBUSDT_SMA_50,ARBUSDT_EMA_20,ARBUSDT_RSI,ARBUSDT_MACD,ARBUSDT_MACD_signal,ARBUSDT_MACD_hist,ARBUSDT_BB_Lower,ARBUSDT_BB_Middle,ARBUSDT_BB_Upper,ATOMUSDT_SMA_50,ATOMUSDT_EMA_20,ATOMUSDT_RSI,ATOMUSDT_MACD,ATOMUSDT_MACD_signal,ATOMUSDT_MACD_hist,ATOMUSDT_BB_Lower,ATOMUSDT_BB_Middle,ATOMUSDT_BB_Upper,BTCUSDT_Future_SMA_50,BTCUSDT_Future_EMA_20,BTCUSDT_Future_RSI,BTCUSDT_Future_MACD,BTCUSDT_Future_MACD_signal,BTCUSDT_Future_MACD_hist,BTCUSDT_Future_BB_Lower,BTCUSDT_Future_BB_Middle,BTCUSDT_Future_BB_Upper
2023-07-01,30585.9,17501.75075,1924.5,178373.3688,0.4732,232549409.0,18.7,3515091.93,247.9,723099.401,1.0002,276555433.0,0.06851,1480878387.0,0.2924,88196474.2,0.07726,198269712.4,6.503,5141414.75,12.99,1571688.38,0.6893,26995655.8,0.1075,71094263.0,107.1,2614144.4,,,7.64e-06,2978679966632.0,0.0507,94994427.0,5.351,4991687.74,291.3,540822.1,5.587,2114038.98,0.02352,9207211.0,,,167.0,40209.619,1.56e-06,22007250207876.0,1.485,9181005.4,68.14,162143.972,4.222,1005831.34,7.3893,1914496.64,,,20.88,3314614.15,,,0.02049,565574203.0,,,0.128,57890947.0,,,,,4.107,6623940.12,1.1514,40352979.6,9.559,1255616.32,30617.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-02,30617.03,23286.41019,1937.48,255852.7832,0.4845,337155089.0,19.45,4872775.08,246.5,598172.063,1.0001,147278455.0,0.06801,945225786.0,0.2916,74721548.0,0.07603,191549237.6,6.54,4086985.57,13.13,2019538.49,0.6907,26703763.7,0.1073,54659748.0,113.58,2299237.775,,,7.66e-06,2610338964881.0,0.0501,74072244.0,5.496,4416008.07,299.2,804213.704,5.568,1746393.83,0.02305,17459907.0,,,168.7,46327.134,1.58e-06,19532222091251.0,1.467,7153954.0,70.69,260804.626,4.196,920969.49,7.3288,2693100.47,,,20.38,1718698.93,,,0.02041,308825122.7,,,0.1236,63449221.0,,,,,4.109,4937993.31,1.1511,36723276.4,9.599,930966.7,31156.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-03,31156.2,43761.64311,1955.54,322102.4295,0.489,357020349.0,19.26,3065186.84,246.5,873992.727,0.9999,305813484.0,0.06845,566630919.0,0.2967,71590689.3,0.07731,181572194.7,6.628,3237642.64,13.25,2397430.98,0.7,53810585.1,0.1059,58007606.0,107.27,1444586.945,,,7.77e-06,2773900333396.0,0.0502,110312735.0,5.431,3882932.74,292.2,387646.479,5.523,1368982.59,0.0244,64279255.0,,,169.0,81356.776,1.84e-06,75874367689918.0,1.456,9063341.7,72.95,262943.749,4.463,2726657.48,7.5138,2531799.27,,,20.07,1109320.51,,,0.02044,291080768.4,,,0.1283,72754360.0,,,,,4.734,28961489.98,1.1694,50849349.9,9.942,1416709.12,30766.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04,30766.51,33206.11943,1936.2,205525.0984,0.4872,299439491.0,19.13,3096292.18,242.5,488909.055,0.9998,226391432.0,0.0689,1051878193.0,0.2924,107425650.5,0.07703,212761283.6,6.521,2606479.19,13.04,2120178.89,0.6855,52601686.8,0.1033,38860176.0,104.27,935566.37,,,7.67e-06,3904753499556.0,0.0485,103048746.0,5.348,3200600.98,272.4,273833.464,5.507,1796997.64,0.02469,70009816.0,,,165.9,57096.393,1.71e-06,40305018777128.0,1.399,6231733.7,77.08,507915.428,4.345,994565.23,7.6759,6446008.99,,,19.51,873959.71,,,0.01985,289223032.2,,,0.1241,41789946.0,,,,,4.546,7988349.41,1.1488,46515719.2,9.684,1085032.4,30504.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,30504.81,33215.67122,1910.36,267633.4783,0.4777,292620010.0,19.0,2415908.51,238.9,520015.694,1.0,287764638.0,0.06701,592363243.0,0.2839,106289740.4,0.07707,215055002.9,6.299,3023680.6,12.67,1996286.11,0.6624,36465148.3,0.1006,44578248.0,102.6,1410427.816,,,7.46e-06,3361646209021.0,0.0472,98585630.0,5.208,2843294.07,272.0,495714.652,5.408,1689816.56,0.02355,26097427.0,,,166.8,60197.482,1.66e-06,27779597520636.0,1.355,7671474.5,74.6,414643.859,4.243,1170448.54,7.4344,3675331.47,,,19.38,905629.35,,,0.01921,323627969.9,,,0.1198,43157705.0,,,,,4.6,14798522.19,1.1117,43694827.3,9.396,1523001.39,29895.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-06,29895.43,71319.6261,1846.17,456362.741,0.4622,304125111.0,19.61,9598016.99,232.2,673275.441,1.0,410450934.0,0.06485,620315296.0,0.2784,144527874.2,0.07711,211754465.3,6.08,3733833.93,12.37,2295716.98,0.6495,29123683.3,0.096,55555243.0,95.25,1703635.889,,,7.14e-06,3865458902571.0,0.0461,104375692.0,5.014,2938752.21,275.0,810940.702,5.265,1739269.03,0.02333,22947693.0,,,165.6,52527.754,1.54e-06,43615963497808.0,1.311,7324684.6,70.25,262193.288,4.054,1058074.28,7.1066,3255330.59,,,18.71,1171320.43,,,0.01834,341773450.1,,,0.113,45290562.0,,,,,4.318,7601823.69,1.0678,52476837.5,9.181,1330064.53,30344.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-07,30344.7,34070.53895,1870.91,232944.3466,0.4687,230688947.0,21.5,9794096.48,235.6,431534.586,0.9999,284907103.0,0.0654,410024265.0,0.2844,100178705.4,0.07882,222173981.4,6.156,2063365.14,12.74,1501124.31,0.6613,24612864.4,0.0974,39214040.0,98.23,866824.098,,,7.32e-06,2490785090808.0,0.0471,63514851.0,5.119,1988995.87,278.3,399084.967,5.478,1810753.09,0.02384,13706409.0,,,165.5,53950.713,1.57e-06,26384657903114.0,1.331,6928430.4,74.76,160615.251,4.108,654261.08,7.2245,2229220.37,,,19.22,604438.19,,,0.01866,274914400.5,,,0.1123,41057745.0,,,,,4.403,3671119.91,1.1316,53835791.6,9.169,811383.42,30284.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-08,30284.63,13094.59042,1865.24,125819.8273,0.4704,116031881.0,21.81,6473021.26,236.3,259727.721,0.9998,116390474.0,0.06573,278674788.0,0.2907,106202528.4,0.08007,193753636.3,6.196,1286251.86,13.64,4132298.8,0.6527,14277014.3,0.0997,49484015.0,97.79,431026.029,,,7.64e-06,2660259605628.0,0.047,57061155.0,5.128,1200936.94,272.0,219928.773,5.251,1273363.88,0.02505,80118132.0,,,167.4,57202.982,1.56e-06,10928219541876.0,1.383,8284334.7,73.6,193248.828,4.052,717162.34,7.0575,1929712.08,,,19.0,372901.31,,,0.01881,189977704.8,,,0.1116,30596046.0,,,,,4.338,2769692.72,1.1247,33248410.0,9.208,638938.47,30160.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-09,30160.71,15388.50196,1862.8,135046.3743,0.468,80147955.0,21.32,3867361.76,234.1,235123.329,0.9999,104725735.0,0.06536,279080489.0,0.2844,94953544.0,0.07748,234744269.0,6.15,1197225.34,13.58,2882299.75,0.6591,11121767.5,0.099,21724963.0,95.08,468670.42,,,7.74e-06,3451776603442.0,0.0471,47927750.0,5.081,1198821.42,265.6,173195.331,5.231,753442.27,0.02865,453786528.0,,,165.9,51066.313,1.54e-06,8991585695705.0,1.327,5650496.7,71.84,159888.146,4.033,442394.05,7.0922,1437897.37,,,18.63,263174.34,,,0.01858,156915648.0,,,0.1105,29895328.0,,,,,4.335,2997736.67,1.1245,37628437.3,9.426,885765.93,30411.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-10,30411.57,41262.87652,1880.4,247868.1494,0.478,334545737.0,21.3,5671089.94,246.2,1193826.524,0.9999,369833699.0,0.06523,616363367.0,0.2878,122097011.3,0.07754,235765842.1,6.167,2162467.25,13.39,2544390.52,0.6551,25050776.8,0.0999,36330347.0,96.72,1108435.576,,,7.54e-06,3074107278456.0,0.0475,82053419.0,5.131,2539022.61,274.7,371744.555,5.238,1391891.72,0.02643,155596243.0,,,163.6,60816.139,1.51e-06,28865556902901.0,1.332,5108028.5,69.32,159844.475,4.074,1142146.49,7.0921,2577142.28,,,18.96,673390.16,,,0.01868,271013627.7,,,0.11,48499249.0,,,,,4.321,5262818.34,1.1193,40698798.9,9.242,1232530.99,30622.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
