Open Time,BTCUSDT_Close,BTCUSDT_Volume,ETHUSDT_Close,ETHUSDT_Volume,XRPUSDT_Close,XRPUSDT_Volume,SOLUSDT_Close,SOLUSDT_Volume,BNBUSDT_Close,BNBUSDT_Volume,USDCUSDT_Close,USDCUSDT_Volume,DOGEUSDT_Close,DOGEUSDT_Volume,ADAUSDT_Close,ADAUSDT_Volume,TRXUSDT_Close,TRXUSDT_Volume,LINKUSDT_Close,LINKUSDT_Volume,AVAXUSDT_Close,AVAXUSDT_Volume,SUIUSDT_Close,SUIUSDT_Volume,XLMUSDT_Close,XLMUSDT_Volume,TONUSDT_Close,TONUSDT_Volume,SHIBUSDT_Close,SHIBUSDT_Volume,LTCUSDT_Close,LTCUSDT_Volume,HBARUSDT_Close,HBARUSDT_Volume,DOTUSDT_Close,DOTUSDT_Volume,BCHUSDT_Close,BCHUSDT_Volume,OMUSDT_Close,OMUSDT_Volume,UNIUSDT_Close,UNIUSDT_Volume,PEPEUSDT_Close,PEPEUSDT_Volume,NEARUSDT_Close,NEARUSDT_Volume,AAVEUSDT_Close,AAVEUSDT_Volume,ICPUSDT_Close,ICPUSDT_Volume,APTUSDT_Close,APTUSDT_Volume,TAOUSDT_Close,TAOUSDT_Volume,TRUMPUSDT_Close,TRUMPUSDT_Volume,ETCUSDT_Close,ETCUSDT_Volume,VETUSDT_Close,VETUSDT_Volume,POLUSDT_Close,POLUSDT_Volume,ALGOUSDT_Close,ALGOUSDT_Volume,RENDERUSDT_Close,RENDERUSDT_Volume,JUPUSDT_Close,JUPUSDT_Volume,FILUSDT_Close,FILUSDT_Volume,ARBUSDT_Close,ARBUSDT_Volume,FDUSDUSDT_Close,FDUSDUSDT_Volume
2023-07-11,30622.1,28476.83311,1878.3,177771.6117,0.4753,225681776.0,22.07,4616810.71,248.6,660141.384,0.9999,291133758.0,0.06528,313014382.0,0.2927,98565787.5,0.07734,159958777.9,6.206,1065079.1,13.27,2000014.47,0.6556,17187306.6,0.0985,33959824.0,,,7.53e-06,1758846629909.0,96.77,775748.275,0.0484,69699770.0,5.214,1663952.63,274.0,132701.152,0.02597,100643865.0,5.265,826766.74,1.51e-06,11361524313279.0,1.33,4755069.2,73.31,214270.916,4.114,795394.67,7.043,1853995.08,,,,,18.88,322661.95,0.0188,182184614.7,,,0.1087,63719758.0,,,,,4.296,2555384.83,1.1272,29744788.4,,
2023-07-12,30380.0,38108.99669,1871.82,264406.8673,0.471,220670755.0,21.94,6086113.95,243.9,599390.712,1.0,313982372.0,0.06503,312404127.0,0.289,77926024.7,0.07784,156466463.7,6.252,2069557.14,13.01,1755979.45,0.6556,31050576.0,0.0961,49250528.0,,,7.51e-06,1855428868306.0,96.21,681194.17,0.0483,72427223.0,5.147,2569152.05,282.2,285425.87,0.02543,19333835.0,5.276,985648.79,1.5e-06,15820551643799.0,1.329,5643855.3,75.6,234585.808,4.124,1045548.59,6.9822,1987696.72,,,,,18.77,391908.18,0.01899,212296604.8,,,0.1058,55622216.0,,,,,4.236,3555160.29,1.1219,43186392.3,,
2023-07-13,31454.23,70772.51836,2004.49,548861.4207,0.8153,2499971165.0,26.01,16102139.02,256.1,1037831.391,0.9996,649798706.0,0.07042,1572353798.0,0.3567,508960536.5,0.08171,358788432.3,7.124,6685843.19,14.11,4270359.34,0.6978,47351366.7,0.1552,1217104666.0,,,7.97e-06,5499806008056.0,101.85,1780959.223,0.0524,139767288.0,5.545,5509995.96,273.9,424908.312,0.02623,37400716.0,5.873,2193287.7,1.72e-06,43040299765530.0,1.464,12005085.6,79.18,217187.921,4.377,1733490.13,7.5703,4506740.97,,,,,20.19,1196963.26,0.02022,522549597.7,,,0.1219,208602007.0,,,,,4.672,7879172.23,1.2237,83084202.0,,
2023-07-14,30312.01,60749.48424,1937.83,498724.0359,0.7179,1525175518.0,26.67,19571913.81,248.1,1071118.696,0.9994,559091321.0,0.06849,1501930500.0,0.3277,344645916.7,0.07988,342257687.9,6.958,7159768.77,14.64,8887780.0,0.6804,74370070.8,0.135,503896589.0,,,7.98e-06,7679566104281.0,95.13,1470606.515,0.0511,182306541.0,5.451,6354310.66,264.0,325720.084,0.02498,36697066.0,5.872,3506105.4,1.64e-06,71463759801184.0,1.499,24009191.0,81.12,419509.842,4.253,2396183.82,7.3712,6765516.98,,,,,19.07,1605589.83,0.01951,478814025.6,,,0.1133,199485553.0,,,,,4.438,8649539.59,1.2144,143164569.7,,
2023-07-15,30289.52,14118.55329,1931.41,135181.7663,0.7145,703355719.0,27.46,11042658.65,251.1,383772.673,0.9997,241583616.0,0.07197,2333412778.0,0.326,87463902.2,0.08082,241065446.9,6.918,1900374.37,14.84,2332639.5,0.6829,20909432.7,0.1278,151229809.0,,,8.09e-06,5763932265849.0,94.78,474351.647,0.0521,99732291.0,5.432,1900188.55,253.3,172753.554,0.02527,13716724.0,5.814,1300768.61,1.65e-06,18911843158392.0,1.491,5639099.8,79.04,180109.802,4.209,904151.1,7.4616,2006020.91,,,,,19.28,453321.99,0.01965,230241474.1,,,0.1137,49811817.0,,,,,4.436,3392994.87,1.271,94883634.5,,
2023-07-16,30231.99,15760.1281,1922.11,148667.1051,0.7468,946644269.0,27.42,6708916.61,242.3,433016.609,0.9995,207145446.0,0.06952,930666895.0,0.3146,132942159.3,0.0798,221617203.5,6.607,2658534.07,14.29,1645509.68,0.6726,25531941.5,0.1313,272780477.0,,,7.86e-06,2741848326245.0,92.89,493219.168,0.0506,79714478.0,5.311,2128124.43,249.9,198980.26,0.02444,10164648.0,5.724,1286807.87,1.57e-06,11479638493399.0,1.446,5478129.3,76.83,126773.54,4.085,860043.17,7.4102,2134061.08,,,,,18.79,504658.38,0.01939,238552161.6,,,0.1157,93139198.0,,,,,4.355,3494580.06,1.2712,53253421.4,,
2023-07-17,30138.0,30882.76839,1911.2,277159.0349,0.7374,608872143.0,26.8,8662837.64,244.1,792745.158,0.9999,299738504.0,0.06982,1103083153.0,0.3118,121471436.2,0.07997,218003891.3,7.186,8290250.05,14.4,1862297.69,0.7197,64360057.2,0.1291,115778637.0,,,7.85e-06,3140796103960.0,92.2,825195.015,0.0519,118647400.0,5.304,3209841.19,241.9,207007.954,0.02422,11939943.0,5.915,4387640.57,1.58e-06,17659687486894.0,1.501,8293806.4,75.15,155337.713,4.094,1382537.61,7.8157,4727698.6,,,,,19.06,638532.43,0.01942,274248954.7,,,0.1203,172708639.0,,,,,4.345,4461747.8,1.3052,88908688.4,,
2023-07-18,29859.13,30003.8601,1897.21,215780.5006,0.7779,598030609.0,25.54,6327315.88,240.2,932504.771,0.9998,281390205.0,0.06866,588900425.0,0.3095,151432242.5,0.07978,204794622.8,6.911,8507881.88,13.8,1504811.26,0.7361,154905490.7,0.1324,142914784.0,,,7.72e-06,2052593819340.0,91.56,547028.221,0.0529,307487547.0,5.181,3684193.8,243.6,233675.865,0.02376,8975048.0,5.912,4831600.75,1.52e-06,13468168236684.0,1.47,6951023.1,72.06,173194.818,4.074,1372270.82,7.5953,3446812.49,,,,,18.74,461601.46,0.01909,244638783.7,,,0.114,87146745.0,,,,,4.28,2477611.29,1.2451,73200138.9,,
2023-07-19,29909.21,25657.36137,1888.63,218045.0005,0.8199,913495953.0,26.31,4966905.24,240.8,444676.507,0.9999,247001017.0,0.07003,941079033.0,0.3226,215253837.4,0.08031,191785199.2,6.915,4134376.74,13.99,1249131.35,0.71,57016793.1,0.1564,759905668.0,,,7.74e-06,2228128678979.0,91.99,610568.712,0.0561,397791296.0,5.193,2323483.99,244.0,120416.235,0.02394,19617066.0,5.873,1322685.54,1.52e-06,11353373100091.0,1.466,5788193.1,71.71,113731.379,4.06,946521.96,7.5458,1450064.99,,,,,18.77,386595.08,0.01909,246978742.2,,,0.1138,69830802.0,,,,,4.259,1980780.98,1.2667,52113365.1,,
2023-07-20,29800.0,37540.68193,1891.59,292907.5164,0.7942,643507521.0,25.38,4977278.58,242.8,449387.8,1.0,202054237.0,0.07062,1394548088.0,0.3161,166938424.7,0.08073,184577146.7,8.361,24470179.81,13.88,1776280.27,0.6885,38572289.1,0.1632,777425009.0,,,7.69e-06,2540696316847.0,92.37,763855.203,0.0573,453851970.0,5.355,3840654.42,244.0,124497.663,0.02408,10174681.0,6.015,2575138.31,1.51e-06,12904697073328.0,1.53,13091695.6,72.52,159632.971,4.05,1309205.28,7.4311,1660306.23,,,,,18.7,517116.92,0.0191,226459910.6,,,0.1151,69535365.0,,,,,4.44,8885866.85,1.2614,57556923.5,,
2023-07-21,29901.72,23881.40865,1891.73,165554.0428,0.7713,411233974.0,25.5,3295444.38,243.7,295187.787,1.0,128597148.0,0.07322,1714323052.0,0.3127,70324894.6,0.08043,168301683.2,8.133,8987313.71,13.98,920020.15,0.6835,20317490.8,0.1572,258756073.0,,,7.84e-06,2484817783322.0,94.09,562398.104,0.0554,125733627.0,5.485,5401854.57,246.1,66221.001,0.02412,7900767.0,6.205,2619973.07,1.53e-06,14074838020514.0,1.48,5048963.1,74.36,127148.004,4.067,784943.76,7.5497,1427343.38,,,,,18.75,263028.57,0.01925,158695083.2,,,0.1154,47795680.0,,,,,4.477,4790232.58,1.233,45272669.9,,
2023-07-22,29794.0,14660.40467,1866.52,131901.6487,0.7331,324984749.0,24.52,2382898.21,241.1,184432.523,1.0,137731810.0,0.07047,817196460.0,0.31,58496057.3,0.0839,1231703906.7,7.881,6296766.28,13.53,911581.17,0.6936,19403125.0,0.1556,197961646.0,,,7.78e-06,1676115978842.0,92.09,523224.177,0.0536,82078430.0,5.314,2248518.21,239.4,57879.993,0.02405,5249771.0,5.992,1207492.7,1.49e-06,6132598817525.0,1.444,3651560.9,71.74,67810.773,4.135,742838.56,7.6641,2089830.89,,,,,18.48,224262.4,0.01929,244427901.7,,,0.1145,38489218.0,,,,,4.457,4172125.43,1.2258,16645592.3,,
